ads_id,prop_name,completion_year,monthly_rent_rm,location,property_type,rooms,parking,bathroom,size_sqft,furnished,region,Barbeque area,Club house,Gymnasium,Jogging Track,Lift,Minimart,Multipurpose hall,Parking,Playground,Sauna,Security,Squash Court,Swimming Pool,Tennis Court,Air-Cond,Cooking Allowed,Internet,Near KTM/LRT,Washing Machine
99792297,"SkyAwani 3 Residence, Setapak",2021,1300,Setapak,Condominium,3,1,2,800,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
99792176,Parkview Service Apartment,2006,2400,KLCC,Condominium,1,1,1,660,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
99792101,Swiss Garden Residences,2011,1900,Bukit Bintang,Service Residence,1,1,1,650,Fully Furnished,Kuala Lumpur,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No
99792088,Residensi Pandanmas 1,2017,1300,Desa Pandan,Apartment,3,1,2,900,Partially Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
99654228,Platinum Splendor Residensi Semarak,2017,1203,Titiwangsa,Condominium,3,1,2,921,Not Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No
99455494,Kita Impian,2017,700,Bukit Jalil,Apartment,3,1,2,901,Not Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No
99416376,Canopy hills,2017,600,Mid Valley City,Condominium,2,1,1,590,Not Furnished,Kuala Lumpur,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No
99791507,United Point Residence @ North Kiara,2019,2100,Kepong,Service Residence,4,2,3,1152,Fully Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No
99791106,Flat Pandan Jaya,2017,900,Pandan Jaya,Flat,2,1,1,500,Not Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
99791071,Royal Regent (Sri Putramas 3),2013,2800,Jalan Kuching,Condominium,3,1,2,1015,Fully Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
99791011,Majestic Maxim,2021,1200,Cheras,Service Residence,2,1,2,650,Partially Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
99710699,Pandan Court,2001,1300,Ampang,Apartment,3,1,2,828,Partially Furnished,Kuala Lumpur,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No
99589387,Scenaria @ North Kiara Hills,2015,2100,Segambut,Condominium,3,1,2,1019,Fully Furnished,Kuala Lumpur,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes
99790429,Sentul Point Suite Apartment,2020,1800,Sentul,Apartment,3,1,2,876,Fully Furnished,Kuala Lumpur,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
99709083,Gaya Apartments,2017,1750,Taman Melawati,Condominium,2,2,2,972,Partially Furnished,Kuala Lumpur,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No
99790442,Prima Setapak,2017,1200,Setapak,Condominium,3,1,2,1000,Partially Furnished,Kuala Lumpur,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes
99502006,Pangsapuri Mawar (Sentul),2017,1300,Sentul,Condominium,3,1,2,1005,Partially Furnished,Kuala Lumpur,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No
72984597,Casa Mutiara,2007,1500,Bukit Bintang,Service Residence,1,1,1,360,Fully Furnished,Kuala Lumpur,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
99690335,Residensi Gembira 737,2017,1600,Old Klang Road,Apartment,3,1,2,900,Partially Furnished,Kuala Lumpur,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No
36874181,6 Ceylon,2013,2200,Ampang,Condominium,1,1,1,696,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes
86693202,Casa Residency,2012,2200,Bukit Bintang,Service Residence,2,1,2,750,Fully Furnished,Kuala Lumpur,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
99789947,28 Boulevard,2019,1450,Pandan Perdana,Apartment,1,1,1,450,Fully Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes
99478911,Putra Majestik,2008,1500,Jalan Ipoh,Condominium,3,1,2,1020,Fully Furnished,Kuala Lumpur,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
99789731,EkoCheras Service Apartment,2017,1900,Cheras,Duplex,1,1,2,762,Partially Furnished,Kuala Lumpur,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
99789538,Residensi Pandanmas 2,2017,1800,Desa Pandan,Apartment,3,1,2,900,Partially Furnished,Kuala Lumpur,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No
83618374,Swiss Garden Residences,2011,2000,Bukit Bintang,Service Residence,1,1,1,550,Fully Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
99788996,The Hamstead,2017,2100,Cheras,Condominium,3,2,2,1003,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
99789052,The Hipster @ Taman Desa,2022,2300,Taman Desa,Condominium,3,2,2,950,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
99789043,Kiara Residence,2014,1998,Bukit Jalil,Condominium,3,2,2,1200,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
99789039,The Hipster @ Taman Desa,2022,2200,Taman Desa,Condominium,3,2,2,950,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
99789109,The Havre @ Bukit Jalil,2020,2300,Bukit Jalil,Condominium,4,2,3,1100,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
99788975,The Hamstead,2017,1350,Cheras,Condominium,3,2,2,1003,Partially Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
99788818,Putra Villa,2007,1800,Setapak,Condominium,3,1,2,1125,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes
99788918,The Hipster @ Taman Desa,2022,1550,Taman Desa,Condominium,3,2,2,1003,Partially Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
99788915,M Vertica,2023,1800,Cheras,Condominium,3,2,2,850,Partially Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
99788856,Seasons Garden Residences @ Wangsa Maju,2017,1599,Wangsa Maju,Service Residence,3,1,2,850,Partially Furnished,Kuala Lumpur,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No
99788845,38 Bidara,2017,1800,KLCC,Condominium,2,1,2,800,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No
99788844,Bam Villa,1996,1300,Cheras,Condominium,3,1,2,1100,Partially Furnished,Kuala Lumpur,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No
99788669,Tuan Residency,2017,1499,Jalan Kuching,Service Residence,3,1,2,879,Partially Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No
99788426,PV9 Residences @ Taman Melati,2022,2300,Setapak,Service Residence,3,2,2,1100,Partially Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
99788391,Seasons Garden Residences @ Wangsa Maju,2017,1899,Wangsa Maju,Service Residence,4,1,2,850,Fully Furnished,Kuala Lumpur,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
99788387,Casa Mutiara,2007,2000,Bukit Bintang,Service Residence,2,1,2,900,Fully Furnished,Kuala Lumpur,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No
99788632,Mutiara Villa,2017,2500,Bukit Bintang,Condominium,3,1,3,1200,Fully Furnished,Kuala Lumpur,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No
99788561,Seasons Garden Residences @ Wangsa Maju,2017,1599,Wangsa Maju,Service Residence,3,1,2,770,Not Furnished,Kuala Lumpur,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No
99788340,UBN Apartment,2017,2200,KL City,Condominium,1,1,1,720,Fully Furnished,Kuala Lumpur,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
98676784,Residensi Alam Damai (PR1MA @ Alam Damai),2017,1000,Cheras,Apartment,3,1,2,995,Partially Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
99468099,Arena Green,2000,800,Bukit Jalil,Condominium,1,1,1,600,Partially Furnished,Kuala Lumpur,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No
99788532,Sentul Point Suite Apartment,2020,1799,Sentul,Apartment,3,1,2,876,Fully Furnished,Kuala Lumpur,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
99788516,Axis Residence,2010,1600,Ampang,Service Residence,3,1,2,900,Fully Furnished,Kuala Lumpur,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
99443425,Continew Condominium,2020,2000,KL City,Condominium,2,1,2,921,Partially Furnished,Kuala Lumpur,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No
99788049,Flat Taman Bukit Angkasa,2017,1200,Bangsar South,Flat,3,1,2,670,Not Furnished,Kuala Lumpur,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No
99787770,Zeta Deskye Residence,2016,1300,Jalan Ipoh,Condominium,3,1,2,1037,Not Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
99787976,Menara Menjalara,2017,1200,Bandar Menjalara,Condominium,3,1,2,1000,Partially Furnished,Kuala Lumpur,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No
99558933,Danau Idaman,2000,1600,Taman Desa,Condominium,3,1,2,1000,Fully Furnished,Kuala Lumpur,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
99471974,Teratai Mewah Apartment,2017,1300,Setapak,Apartment,3,1,2,650,Fully Furnished,Kuala Lumpur,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
99614239,Sky Awani 2 Residence,2020,1300,Sentul,Condominium,3,1,2,800,Not Furnished,Kuala Lumpur,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No
99787451,Anggun Puri,2008,1450,Solaris Dutamas,Condominium,2,1,1,950,Partially Furnished,Kuala Lumpur,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes
99707608,Saville,2013,1900,Taman Melawati,Service Residence,3,1,2,1009,Fully Furnished,Kuala Lumpur,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes
99439964,Gaya Apartments,2017,1500,Taman Melawati,Apartment,2,1,2,1052,Partially Furnished,Kuala Lumpur,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No
99787037,Platinum Hill PV 2,2013,1200,Setapak,Condominium,2,1,2,900,Not Furnished,Kuala Lumpur,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
99697197,Residensi Rampai II,2021,1600,Setapak,Apartment,4,2,2,950,Not Furnished,Kuala Lumpur,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No
99786741,M City,2016,1600,KL City,Service Residence,1,1,1,533,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
99786523,Suasana Lumayan,2015,1490,Cheras,Condominium,4,1,2,1142,Partially Furnished,Kuala Lumpur,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No
99786551,Taman Sri Kuching,2017,1000,Jalan Kuching,Apartment,3,1,2,800,Partially Furnished,Kuala Lumpur,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
99786543,M Vertica,2023,1800,Cheras,Condominium,3,2,2,850,Partially Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
99786672,Fortune Avenue,2017,1250,Kepong,Condominium,3,1,2,1239,Partially Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No
99786379,"Apartment Taman Kuchai Jaya, Walking distance to Sekolah Seri Sentosa & Seri setia",2017,900,Kuchai Lama,Apartment,2,1,2,600,Not Furnished,Kuala Lumpur,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
99786434,Residensi Pandanmas 1,2017,1800,Desa Pandan,Condominium,3,2,2,900,Partially Furnished,Kuala Lumpur,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No
99785524,Villa Wangsamas,2010,2000,Wangsa Maju,Condominium,3,1,3,1267,Fully Furnished,Kuala Lumpur,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
99785543,Villa Ampang,2017,1988,Ampang Hilir,Condominium,3,1,2,1000,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
99785350,Villa Wangsamas,2010,2200,Wangsa Maju,Condominium,3,1,3,1267,Fully Furnished,Kuala Lumpur,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
99785301,"Sky Awani Residensi, Sentul",2019,1450,Sentul,Condominium,3,1,2,800,Partially Furnished,Kuala Lumpur,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No
99785137,Vista Saujana,2017,1200,Kepong,Apartment,3,1,2,980,Partially Furnished,Kuala Lumpur,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No
99784975,Plaza Metro Prima,2007,1250,Kepong,Apartment,3,1,2,1010,Not Furnished,Kuala Lumpur,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes
99705137,Arena Green,2000,1000,Bukit Jalil,Condominium,2,1,2,786,Fully Furnished,Kuala Lumpur,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No
99737846,Seasons Garden Residences @ Wangsa Maju,2017,1450,Wangsa Maju,Apartment,4,2,2,850,Partially Furnished,Kuala Lumpur,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No
99784716,Anyaman Residence,2016,1800,Kuchai Lama,Condominium,3,1,2,935,Fully Furnished,Kuala Lumpur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
96973830,Sentul Utama Condominium,2009,1300,Sentul,Condominium,4,1,2,1029,Not Furnished,Kuala Lumpur,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No
99784285,M Centura,2021,1400,Sentul,Service Residence,3,1,2,853,Partially Furnished,Kuala Lumpur,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No
99783962,Ixora Apartment (Kepong),2017,1200,Kepong,Apartment,3,1,2,1075,Partially Furnished,Kuala Lumpur,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No
99783953,Gurney Heights,2017,1600,Keramat,Condominium,3,1,2,1100,Partially Furnished,Kuala Lumpur,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No
99784156,Ixora Apartments,2017,1700,Pudu,Apartment,3,1,2,999,Not Furnished,Kuala Lumpur,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No
99783897,Taman Angsana Hilir,2017,948,Desa Pandan,Apartment,2,1,1,580,Partially Furnished,Kuala Lumpur,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No
99783437,Ativo Suites @ Damansara Avenue,2021,2000,Sri Damansara,Studio,1,1,1,499,Fully Furnished,Kuala Lumpur,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
99783417,Flat Pandan Jaya,2017,800,Pandan Jaya,Flat,2,1,1,400,Partially Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No
99783375,Residensi Desa Satumas,2017,1500,Taman Desa,Condominium,3,1,2,850,Partially Furnished,Kuala Lumpur,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No
97994181,M City,2016,1700,KL City,Service Residence,1,1,1,530,Fully Furnished,Kuala Lumpur,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
99783240,Residensi Rampai,2016,1600,Setapak,Condominium,4,2,2,1000,Partially Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No
99529050,Pangsapuri Desa Tenaga,2017,1200,Old Klang Road,Apartment,3,1,2,750,Partially Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
99398648,Petalz Residences @ Old Klang Road,2016,2200,Old Klang Road,Service Residence,2,2,2,895,Fully Furnished,Kuala Lumpur,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No
99782395,Bintang Mas,2017,1800,Cheras,Condominium,4,1,2,1307,Partially Furnished,Kuala Lumpur,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No
99782352,Casa Green (Bukit Jalil),2017,1100,Bukit Jalil,Condominium,3,1,2,850,Not Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
99782528,Antah Tower,2017,1200,Jalan Kuching,Condominium,1,1,1,635,Partially Furnished,Kuala Lumpur,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes
93424427,Tiara Mutiara 2,2017,1800,Old Klang Road,Service Residence,4,1,2,1000,Fully Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
99782516,Maxim Citilights,2017,1500,Sentul,Condominium,3,1,2,1269,Not Furnished,Kuala Lumpur,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No
99782514,Maxim Citilights,2017,1700,Sentul,Condominium,3,1,2,1269,Not Furnished,Kuala Lumpur,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No
99782511,Maxim Citilights,2017,1500,Sentul,Condominium,2,1,2,856,Fully Furnished,Kuala Lumpur,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No
99782510,Maxim Citilights,2017,1100,Sentul,Condominium,2,1,2,856,Not Furnished,Kuala Lumpur,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No
99782323,The Havre @ Bukit Jalil,2020,1100,Bukit Jalil,Condominium,3,2,3,1200,Fully Furnished,Kuala Lumpur,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
99782175,Nuri Court,2017,1000,Pandan Indah,Apartment,3,1,2,1000,Partially Furnished,Kuala Lumpur,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No
98295175,Sri Putramas,2004,1300,Jalan Kuching,Condominium,3,1,2,1050,Partially Furnished,Kuala Lumpur,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No
95615616,Sri Putramas,2004,1300,Jalan Kuching,Condominium,3,1,2,1050,Partially Furnished,Kuala Lumpur,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No
99782054,Sentosa Court,2017,1200,Old Klang Road,Apartment,3,1,2,1008,Not Furnished,Kuala Lumpur,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No
99781861,Rivercity Condominium,2017,1650,Jalan Ipoh,Condominium,3,1,2,1300,Partially Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
99782044,Trinity Aquata,2019,2000,Sungai Besi,Condominium,3,2,2,1216,Partially Furnished,Kuala Lumpur,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No
98295197,Idaman Sutera,2017,1100,Setapak,Condominium,3,1,2,850,Not Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No
99781769,PV9 Residences @ Taman Melati,2022,1800,Setapak,Service Residence,3,2,2,1000,Partially Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
99781518,Putra Majestik,2008,1450,Jalan Ipoh,Condominium,3,2,2,1200,Fully Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
99781433,Sri Putramas,2004,1350,Jalan Kuching,Condominium,3,1,2,1200,Partially Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
99781201,Residensi Gurneymas,2021,1450,Keramat,Apartment,3,1,2,800,Partially Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
99781107,Gurney Heights,2017,1750,Keramat,Condominium,3,1,1,900,Fully Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
99780959,Royal Regent (Sri Putramas 3),2013,1950,Jalan Kuching,Condominium,3,1,2,1200,Fully Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
99780906,Desa Sri Puteri,2017,750,Desa Petaling,Apartment,2,1,1,630,Fully Furnished,Kuala Lumpur,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
99780840,OUG Parklane,2017,1500,OUG,Service Residence,3,1,2,950,Fully Furnished,Kuala Lumpur,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
99780637,Seri Ampang Hilir,2013,900,Ampang,Flat,3,1,2,751,Not Furnished,Kuala Lumpur,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No
99729265,CitiZen,2019,2200,Old Klang Road,Service Residence,4,2,2,1094,Fully Furnished,Kuala Lumpur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes
99780599,Aman Puri,2017,900,Kepong,Apartment,3,1,2,904,Not Furnished,Kuala Lumpur,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No
99780239,"SkyAwani 3 Residence, Setapak",2021,1350,Setapak,Condominium,3,1,2,800,Partially Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
